Age,Height,Weight,Body_Type,Index,Shape
42,190,63,Ectomorph,0,slender
39,157,67,Ectomorph,0,slender
30,160,58,Ectomorph,0,slender
76,171,88,Ectomorph,0,slender
36,173,77,Ectomorph,0,slender
66,190,52,Ectomorph,0,slender
53,166,69,Ectomorph,0,slender
29,161,55,Ectomorph,0,slender
78,195,76,Ectomorph,0,slender
58,181,51,Ectomorph,0,slender
36,164,78,Ectomorph,0,slender
29,165,87,Ectomorph,0,slender
26,171,52,Ectomorph,0,slender
24,177,65,Ectomorph,0,slender
45,169,79,Ectomorph,0,slender
31,182,89,Ectomorph,0,slender
48,159,51,Ectomorph,0,slender
69,189,66,Ectomorph,0,slender
36,181,61,Ectomorph,0,slender
75,199,84,Ectomorph,0,slender
64,182,50,Ectomorph,0,slender
33,151,64,Ectomorph,0,slender
70,182,75,Ectomorph,0,slender
22,182,86,Ectomorph,0,slender
52,190,70,Ectomorph,0,slender
29,162,80,Ectomorph,0,slender
42,179,74,Ectomorph,0,slender
69,182,72,Ectomorph,0,slender
76,162,73,Ectomorph,0,slender
38,175,87,Ectomorph,0,slender
53,171,77,Ectomorph,0,slender
70,188,70,Ectomorph,0,slender
40,151,67,Ectomorph,0,slender
33,187,85,Ectomorph,0,slender
74,188,84,Ectomorph,0,slender
56,175,58,Ectomorph,0,slender
62,195,87,Ectomorph,0,slender
70,199,79,Ectomorph,0,slender
59,164,83,Ectomorph,0,slender
75,183,81,Ectomorph,0,slender
56,191,52,Ectomorph,0,slender
31,193,52,Ectomorph,0,slender
48,198,77,Ectomorph,0,slender
75,189,64,Ectomorph,0,slender
22,160,72,Ectomorph,0,slender
52,152,89,Ectomorph,0,slender
40,155,60,Ectomorph,0,slender
46,158,81,Ectomorph,0,slender
60,155,85,Ectomorph,0,slender
28,158,82,Ectomorph,0,slender
35,188,73,Ectomorph,0,slender
64,180,88,Ectomorph,0,slender
29,181,83,Ectomorph,0,slender
26,190,77,Ectomorph,0,slender
27,199,86,Ectomorph,0,slender
75,161,56,Ectomorph,0,slender
61,157,53,Ectomorph,0,slender
34,157,86,Ectomorph,0,slender
78,199,50,Ectomorph,0,slender
55,177,50,Ectomorph,0,slender
24,169,69,Ectomorph,0,slender
63,196,68,Ectomorph,0,slender
30,156,78,Ectomorph,0,slender
57,160,59,Ectomorph,0,slender
59,169,67,Ectomorph,0,slender
26,165,77,Ectomorph,0,slender
67,153,84,Ectomorph,0,slender
44,155,80,Ectomorph,0,slender
75,171,76,Ectomorph,0,slender
19,175,60,Ectomorph,0,slender
22,152,87,Ectomorph,0,slender
46,190,54,Ectomorph,0,slender
54,191,57,Ectomorph,0,slender
55,163,83,Ectomorph,0,slender
36,160,61,Ectomorph,0,slender
25,167,87,Ectomorph,0,slender
65,161,50,Ectomorph,0,slender
62,172,80,Ectomorph,0,slender
18,161,53,Ectomorph,0,slender
39,162,54,Ectomorph,0,slender
69,174,79,Ectomorph,0,slender
34,194,73,Ectomorph,0,slender
24,168,52,Ectomorph,0,slender
42,195,60,Ectomorph,0,slender
62,185,53,Ectomorph,0,slender
21,194,75,Ectomorph,0,slender
53,157,76,Ectomorph,0,slender
23,178,76,Ectomorph,0,slender
77,181,55,Ectomorph,0,slender
48,193,64,Ectomorph,0,slender
36,167,79,Ectomorph,0,slender
78,155,86,Ectomorph,0,slender
61,167,86,Ectomorph,0,slender
71,168,86,Ectomorph,0,slender
56,171,84,Ectomorph,0,slender
44,186,72,Ectomorph,0,slender
27,181,55,Ectomorph,0,slender
43,190,53,Ectomorph,0,slender
36,152,67,Ectomorph,0,slender
56,177,58,Ectomorph,0,slender
79,159,78,Ectomorph,0,slender
20,184,62,Ectomorph,0,slender
62,178,66,Ectomorph,0,slender
30,164,81,Ectomorph,0,slender
67,182,71,Ectomorph,0,slender
45,156,53,Ectomorph,0,slender
79,161,54,Ectomorph,0,slender
75,198,86,Ectomorph,0,slender
37,179,62,Ectomorph,0,slender
45,170,83,Ectomorph,0,slender
25,180,71,Ectomorph,0,slender
78,173,72,Ectomorph,0,slender
58,169,52,Ectomorph,0,slender
56,186,83,Ectomorph,0,slender
18,153,81,Ectomorph,0,slender
20,177,70,Ectomorph,0,slender
30,193,70,Ectomorph,0,slender
45,169,60,Ectomorph,0,slender
79,173,88,Ectomorph,0,slender
74,199,53,Ectomorph,0,slender
77,198,50,Ectomorph,0,slender
66,181,77,Ectomorph,0,slender
42,190,73,Ectomorph,0,slender
73,185,84,Ectomorph,0,slender
50,183,62,Ectomorph,0,slender
55,185,83,Ectomorph,0,slender
70,151,60,Ectomorph,0,slender
23,164,85,Ectomorph,0,slender
75,183,66,Ectomorph,0,slender
61,185,84,Ectomorph,0,slender
62,155,67,Ectomorph,0,slender
49,188,89,Ectomorph,0,slender
62,191,71,Ectomorph,0,slender
78,161,73,Ectomorph,0,slender
64,152,68,Ectomorph,0,slender
38,194,86,Ectomorph,0,slender
33,167,88,Ectomorph,0,slender
71,189,70,Ectomorph,0,slender
38,170,57,Ectomorph,0,slender
28,164,77,Ectomorph,0,slender
77,182,54,Ectomorph,0,slender
54,184,66,Ectomorph,0,slender
53,175,86,Ectomorph,0,slender
52,157,85,Ectomorph,0,slender
36,185,68,Ectomorph,0,slender
37,197,76,Ectomorph,0,slender
74,179,83,Ectomorph,0,slender
35,172,60,Ectomorph,0,slender
64,191,61,Ectomorph,0,slender
58,193,70,Ectomorph,0,slender
66,163,60,Ectomorph,0,slender
31,163,88,Ectomorph,0,slender
32,151,77,Ectomorph,0,slender
48,186,54,Ectomorph,0,slender
18,154,66,Ectomorph,0,slender
70,187,69,Ectomorph,0,slender
71,194,61,Ectomorph,0,slender
71,190,55,Ectomorph,0,slender
20,196,66,Ectomorph,0,slender
33,163,68,Ectomorph,0,slender
40,188,75,Ectomorph,0,slender
74,174,81,Ectomorph,0,slender
28,169,55,Ectomorph,0,slender
29,151,85,Ectomorph,0,slender
27,188,87,Ectomorph,0,slender
49,155,60,Ectomorph,0,slender
33,166,82,Ectomorph,0,slender
25,174,73,Ectomorph,0,slender
55,177,72,Ectomorph,0,slender
29,151,64,Ectomorph,0,slender
41,184,76,Ectomorph,0,slender
45,186,60,Ectomorph,0,slender
70,154,66,Ectomorph,0,slender
25,150,63,Ectomorph,0,slender
75,189,76,Ectomorph,0,slender
45,161,67,Ectomorph,0,slender
53,185,77,Ectomorph,0,slender
43,194,53,Ectomorph,0,slender
25,172,56,Ectomorph,0,slender
75,196,84,Ectomorph,0,slender
77,180,58,Ectomorph,0,slender
67,160,57,Ectomorph,0,slender
45,159,66,Ectomorph,0,slender
45,152,66,Ectomorph,0,slender
54,163,82,Ectomorph,0,slender
58,165,81,Ectomorph,0,slender
53,159,57,Ectomorph,0,slender
44,178,68,Ectomorph,0,slender
71,159,87,Ectomorph,0,slender
34,161,52,Ectomorph,0,slender
26,179,54,Ectomorph,0,slender
50,190,62,Ectomorph,0,slender
70,150,80,Ectomorph,0,slender
37,154,65,Ectomorph,0,slender
30,169,81,Ectomorph,0,slender
45,157,71,Ectomorph,0,slender
65,192,78,Ectomorph,0,slender
46,161,71,Ectomorph,0,slender
30,150,52,Ectomorph,0,slender
63,169,59,Ectomorph,0,slender
52,177,70,Ectomorph,0,slender
78,192,65,Ectomorph,0,slender
23,186,61,Ectomorph,0,slender
35,196,51,Ectomorph,0,slender
68,186,73,Ectomorph,0,slender
22,161,84,Ectomorph,0,slender
64,186,79,Ectomorph,0,slender
42,198,79,Ectomorph,0,slender
19,198,84,Ectomorph,0,slender
27,193,68,Ectomorph,0,slender
73,177,57,Ectomorph,0,slender
47,196,75,Ectomorph,0,slender
67,164,89,Ectomorph,0,slender
76,155,56,Ectomorph,0,slender
62,193,79,Ectomorph,0,slender
22,169,56,Ectomorph,0,slender
72,199,52,Ectomorph,0,slender
73,163,50,Ectomorph,0,slender
50,151,85,Ectomorph,0,slender
71,158,74,Ectomorph,0,slender
18,186,86,Ectomorph,0,slender
35,169,50,Ectomorph,0,slender
49,175,64,Ectomorph,0,slender
64,178,86,Ectomorph,0,slender
66,150,62,Ectomorph,0,slender
28,184,89,Ectomorph,0,slender
38,155,57,Ectomorph,0,slender
43,186,54,Ectomorph,0,slender
42,154,58,Ectomorph,0,slender
39,182,50,Ectomorph,0,slender
76,198,85,Ectomorph,0,slender
44,163,84,Ectomorph,0,slender
66,161,51,Ectomorph,0,slender
30,191,89,Ectomorph,0,slender
50,169,72,Ectomorph,0,slender
51,199,58,Ectomorph,0,slender
58,173,83,Ectomorph,0,slender
52,192,63,Ectomorph,0,slender
18,183,53,Ectomorph,0,slender
38,174,79,Ectomorph,0,slender
65,199,80,Ectomorph,0,slender
72,178,87,Ectomorph,0,slender
23,188,60,Ectomorph,0,slender
45,180,84,Ectomorph,0,slender
34,196,57,Ectomorph,0,slender
22,192,52,Ectomorph,0,slender
48,199,63,Ectomorph,0,slender
22,172,62,Ectomorph,0,slender
55,193,81,Ectomorph,0,slender
20,187,83,Ectomorph,0,slender
70,169,68,Ectomorph,0,slender
40,172,87,Ectomorph,0,slender
54,194,65,Ectomorph,0,slender
70,165,51,Ectomorph,0,slender
54,199,89,Ectomorph,0,slender
27,191,66,Ectomorph,0,slender
27,157,83,Ectomorph,0,slender
36,199,65,Ectomorph,0,slender
34,170,87,Ectomorph,0,slender
38,150,51,Ectomorph,0,slender
31,157,51,Ectomorph,0,slender
26,178,75,Ectomorph,0,slender
63,181,62,Ectomorph,0,slender
18,187,80,Ectomorph,0,slender
68,154,83,Ectomorph,0,slender
62,196,88,Ectomorph,0,slender
30,171,52,Ectomorph,0,slender
21,196,57,Ectomorph,0,slender
79,183,72,Ectomorph,0,slender
18,150,63,Ectomorph,0,slender
66,175,76,Ectomorph,0,slender
57,192,78,Ectomorph,0,slender
49,159,88,Ectomorph,0,slender
51,179,88,Ectomorph,0,slender
45,199,50,Ectomorph,0,slender
48,167,66,Ectomorph,0,slender
25,166,79,Ectomorph,0,slender
56,175,62,Ectomorph,0,slender
43,157,70,Ectomorph,0,slender
75,196,68,Ectomorph,0,slender
51,189,68,Ectomorph,0,slender
71,198,74,Ectomorph,0,slender
71,161,71,Ectomorph,0,slender
20,176,80,Ectomorph,0,slender
76,157,66,Ectomorph,0,slender
67,174,72,Ectomorph,0,slender
29,195,81,Ectomorph,0,slender
18,153,59,Ectomorph,0,slender
71,182,59,Ectomorph,0,slender
61,150,85,Ectomorph,0,slender
22,168,57,Ectomorph,0,slender
47,180,69,Ectomorph,0,slender
47,165,81,Ectomorph,0,slender
76,163,63,Ectomorph,0,slender
74,197,77,Ectomorph,0,slender
34,154,73,Ectomorph,0,slender
65,190,64,Ectomorph,0,slender
64,175,71,Ectomorph,0,slender
40,177,79,Ectomorph,0,slender
32,151,53,Ectomorph,0,slender
54,199,62,Ectomorph,0,slender
38,155,72,Ectomorph,0,slender
31,158,57,Ectomorph,0,slender
19,182,67,Ectomorph,0,slender
28,190,61,Ectomorph,0,slender
68,174,80,Ectomorph,0,slender
56,197,63,Ectomorph,0,slender
55,162,83,Ectomorph,0,slender
77,158,67,Ectomorph,0,slender
51,162,83,Ectomorph,0,slender
55,180,60,Ectomorph,0,slender
67,190,61,Ectomorph,0,slender
51,160,64,Ectomorph,0,slender
35,153,80,Ectomorph,0,slender
47,183,78,Ectomorph,0,slender
32,187,75,Ectomorph,0,slender
44,195,67,Ectomorph,0,slender
68,153,81,Ectomorph,0,slender
51,187,71,Ectomorph,0,slender
69,168,87,Ectomorph,0,slender
74,155,66,Ectomorph,0,slender
55,183,72,Ectomorph,0,slender
50,167,73,Ectomorph,0,slender
41,162,57,Ectomorph,0,slender
32,190,55,Ectomorph,0,slender
77,172,54,Ectomorph,0,slender
47,168,78,Ectomorph,0,slender
72,194,77,Ectomorph,0,slender
59,160,60,Ectomorph,0,slender
68,150,50,Ectomorph,0,slender
34,173,68,Ectomorph,0,slender
22,156,58,Ectomorph,0,slender
46,174,76,Ectomorph,0,slender
21,170,83,Ectomorph,0,slender
27,164,53,Ectomorph,0,slender
73,150,85,Ectomorph,0,slender
34,161,67,Ectomorph,0,slender
27,156,64,Ectomorph,0,slender
34,164,62,Ectomorph,0,slender
77,170,68,Ectomorph,0,slender
37,168,55,Ectomorph,0,slender
41,178,61,Ectomorph,0,slender
22,174,86,Ectomorph,0,slender
51,182,66,Ectomorph,0,slender
23,198,72,Ectomorph,0,slender
70,181,75,Ectomorph,0,slender
19,198,78,Ectomorph,0,slender
30,184,82,Ectomorph,0,slender
79,193,76,Ectomorph,0,slender
60,187,74,Ectomorph,0,slender
60,175,59,Ectomorph,0,slender
65,160,72,Ectomorph,0,slender
28,184,70,Ectomorph,0,slender
68,157,70,Ectomorph,0,slender
64,195,62,Ectomorph,0,slender
74,163,86,Ectomorph,0,slender
40,159,82,Ectomorph,0,slender
72,151,73,Ectomorph,0,slender
33,195,60,Ectomorph,0,slender
48,158,66,Ectomorph,0,slender
28,152,53,Ectomorph,0,slender
71,170,74,Ectomorph,0,slender
33,175,79,Ectomorph,0,slender
25,157,58,Ectomorph,0,slender
21,197,70,Ectomorph,0,slender
57,151,69,Ectomorph,0,slender
21,155,68,Ectomorph,0,slender
73,177,68,Ectomorph,0,slender
42,178,61,Ectomorph,0,slender
20,175,86,Ectomorph,0,slender
49,174,66,Ectomorph,0,slender
20,161,86,Ectomorph,0,slender
44,154,88,Ectomorph,0,slender
46,183,77,Ectomorph,0,slender
49,197,84,Ectomorph,0,slender
67,186,67,Ectomorph,0,slender
78,164,63,Ectomorph,0,slender
75,193,84,Ectomorph,0,slender
68,185,56,Ectomorph,0,slender
36,164,62,Ectomorph,0,slender
38,192,67,Ectomorph,0,slender
22,197,86,Ectomorph,0,slender
35,172,62,Ectomorph,0,slender
45,155,85,Ectomorph,0,slender
59,195,80,Ectomorph,0,slender
78,199,51,Ectomorph,0,slender
39,193,65,Ectomorph,0,slender
38,192,58,Ectomorph,0,slender
23,194,58,Ectomorph,0,slender
18,170,87,Ectomorph,0,slender
22,172,60,Ectomorph,0,slender
58,192,71,Ectomorph,0,slender
29,165,82,Ectomorph,0,slender
43,196,85,Ectomorph,0,slender
63,164,72,Ectomorph,0,slender
51,174,83,Ectomorph,0,slender
66,185,58,Ectomorph,0,slender
31,160,73,Ectomorph,0,slender
43,164,57,Ectomorph,0,slender
62,153,56,Ectomorph,0,slender
44,170,85,Ectomorph,0,slender
26,162,67,Ectomorph,0,slender
43,171,52,Ectomorph,0,slender
74,168,77,Ectomorph,0,slender
64,183,55,Ectomorph,0,slender
74,163,70,Ectomorph,0,slender
39,153,77,Ectomorph,0,slender
64,197,89,Ectomorph,0,slender
73,195,50,Ectomorph,0,slender
47,176,85,Ectomorph,0,slender
60,178,70,Ectomorph,0,slender
65,196,84,Ectomorph,0,slender
78,177,62,Ectomorph,0,slender
34,184,59,Ectomorph,0,slender
43,157,59,Ectomorph,0,slender
53,165,62,Ectomorph,0,slender
18,191,86,Ectomorph,0,slender
25,185,87,Ectomorph,0,slender
66,179,73,Ectomorph,0,slender
52,167,51,Ectomorph,0,slender
78,151,71,Ectomorph,0,slender
69,198,66,Ectomorph,0,slender
32,162,85,Ectomorph,0,slender
64,153,63,Ectomorph,0,slender
73,175,59,Ectomorph,0,slender
39,174,84,Ectomorph,0,slender
31,179,74,Ectomorph,0,slender
43,160,52,Ectomorph,0,slender
45,156,87,Ectomorph,0,slender
40,180,66,Ectomorph,0,slender
31,193,61,Ectomorph,0,slender
41,159,73,Ectomorph,0,slender
19,188,78,Ectomorph,0,slender
62,162,74,Ectomorph,0,slender
43,180,85,Ectomorph,0,slender
31,156,75,Ectomorph,0,slender
76,198,87,Ectomorph,0,slender
73,191,50,Ectomorph,0,slender
68,191,69,Ectomorph,0,slender
24,185,77,Ectomorph,0,slender
20,169,65,Ectomorph,0,slender
64,153,66,Ectomorph,0,slender
40,156,89,Ectomorph,0,slender
63,150,77,Ectomorph,0,slender
60,193,61,Ectomorph,0,slender
64,194,76,Ectomorph,0,slender
77,191,79,Ectomorph,0,slender
62,196,83,Ectomorph,0,slender
35,162,86,Ectomorph,0,slender
75,171,55,Ectomorph,0,slender
55,170,56,Ectomorph,0,slender
52,171,81,Ectomorph,0,slender
68,177,81,Ectomorph,0,slender
32,158,74,Ectomorph,0,slender
42,175,82,Ectomorph,0,slender
72,158,56,Ectomorph,0,slender
54,164,61,Ectomorph,0,slender
45,159,65,Ectomorph,0,slender
27,173,65,Ectomorph,0,slender
56,191,85,Ectomorph,0,slender
74,157,62,Ectomorph,0,slender
34,173,56,Ectomorph,0,slender
56,165,85,Ectomorph,0,slender
39,198,58,Ectomorph,0,slender
43,175,81,Ectomorph,0,slender
79,176,60,Ectomorph,0,slender
61,186,57,Ectomorph,0,slender
42,153,82,Ectomorph,0,slender
34,199,72,Ectomorph,0,slender
30,173,74,Ectomorph,0,slender
37,168,57,Ectomorph,0,slender
42,185,71,Ectomorph,0,slender
21,188,53,Ectomorph,0,slender
27,159,89,Ectomorph,0,slender
20,174,52,Ectomorph,0,slender
58,167,78,Ectomorph,0,slender
62,168,78,Ectomorph,0,slender
35,185,83,Ectomorph,0,slender
64,159,83,Ectomorph,0,slender
53,182,77,Ectomorph,0,slender
64,199,62,Ectomorph,0,slender
39,154,64,Ectomorph,0,slender
51,196,72,Ectomorph,0,slender
64,198,75,Ectomorph,0,slender
25,184,53,Ectomorph,0,slender
57,193,75,Ectomorph,0,slender
66,183,89,Ectomorph,0,slender
61,182,58,Ectomorph,0,slender
36,170,54,Ectomorph,0,slender
59,166,81,Ectomorph,0,slender
58,171,69,Ectomorph,0,slender
54,197,60,Ectomorph,0,slender
23,186,64,Ectomorph,0,slender
69,164,81,Ectomorph,0,slender
43,184,77,Ectomorph,0,slender
51,177,71,Ectomorph,0,slender
76,156,66,Ectomorph,0,slender
73,181,75,Ectomorph,0,slender
76,160,56,Ectomorph,0,slender
62,159,75,Ectomorph,0,slender
23,158,74,Ectomorph,0,slender
54,163,59,Ectomorph,0,slender
74,162,68,Ectomorph,0,slender
50,174,60,Ectomorph,0,slender
70,151,62,Ectomorph,0,slender
39,184,57,Ectomorph,0,slender
38,156,89,Ectomorph,0,slender
23,170,53,Ectomorph,0,slender
23,167,80,Ectomorph,0,slender
72,152,77,Ectomorph,0,slender
65,191,60,Ectomorph,0,slender
21,188,50,Ectomorph,0,slender
47,190,87,Ectomorph,0,slender
28,198,73,Ectomorph,0,slender
79,160,80,Ectomorph,0,slender
79,188,75,Ectomorph,0,slender
47,173,54,Ectomorph,0,slender
48,195,69,Ectomorph,0,slender
41,168,60,Ectomorph,0,slender
72,153,82,Ectomorph,0,slender
26,175,87,Ectomorph,0,slender
72,187,76,Ectomorph,0,slender
20,191,83,Ectomorph,0,slender
68,181,64,Ectomorph,0,slender
48,188,81,Ectomorph,0,slender
57,194,70,Ectomorph,0,slender
54,195,54,Ectomorph,0,slender
53,185,55,Ectomorph,0,slender
41,189,87,Ectomorph,0,slender
48,186,71,Ectomorph,0,slender
23,182,67,Ectomorph,0,slender
19,185,63,Ectomorph,0,slender
37,152,59,Ectomorph,0,slender
45,158,62,Ectomorph,0,slender
28,157,80,Ectomorph,0,slender
21,182,79,Ectomorph,0,slender
32,155,52,Ectomorph,0,slender
23,190,79,Ectomorph,0,slender
71,188,55,Ectomorph,0,slender
66,153,78,Ectomorph,0,slender
47,162,57,Ectomorph,0,slender
73,198,82,Ectomorph,0,slender
55,151,66,Ectomorph,0,slender
68,154,60,Ectomorph,0,slender
79,193,62,Ectomorph,0,slender
74,176,60,Ectomorph,0,slender
19,181,80,Ectomorph,0,slender
32,170,77,Ectomorph,0,slender
28,157,55,Ectomorph,0,slender
25,187,65,Ectomorph,0,slender
43,157,53,Ectomorph,0,slender
68,199,84,Ectomorph,0,slender
62,152,75,Ectomorph,0,slender
61,193,61,Ectomorph,0,slender
22,152,60,Ectomorph,0,slender
23,171,86,Ectomorph,0,slender
43,155,74,Ectomorph,0,slender
71,151,67,Ectomorph,0,slender
21,172,68,Ectomorph,0,slender
36,193,72,Ectomorph,0,slender
37,151,87,Ectomorph,0,slender
50,187,67,Ectomorph,0,slender
37,166,75,Ectomorph,0,slender
66,184,55,Ectomorph,0,slender
29,183,53,Ectomorph,0,slender
64,172,78,Ectomorph,0,slender
18,179,83,Ectomorph,0,slender
43,157,66,Ectomorph,0,slender
31,171,65,Ectomorph,0,slender
55,193,51,Ectomorph,0,slender
54,185,83,Ectomorph,0,slender
79,154,57,Ectomorph,0,slender
28,162,62,Ectomorph,0,slender
53,178,57,Ectomorph,0,slender
30,180,79,Ectomorph,0,slender
60,196,81,Ectomorph,0,slender
20,165,85,Ectomorph,0,slender
50,191,79,Ectomorph,0,slender
23,179,50,Ectomorph,0,slender
67,165,88,Ectomorph,0,slender
73,161,66,Ectomorph,0,slender
27,166,69,Ectomorph,0,slender
22,165,73,Ectomorph,0,slender
40,161,71,Ectomorph,0,slender
27,157,78,Ectomorph,0,slender
61,169,71,Ectomorph,0,slender
19,152,58,Ectomorph,0,slender
30,165,86,Ectomorph,0,slender
57,179,59,Ectomorph,0,slender
19,194,85,Ectomorph,0,slender
37,172,86,Ectomorph,0,slender
18,177,77,Ectomorph,0,slender
54,189,77,Ectomorph,0,slender
26,154,70,Ectomorph,0,slender
34,169,73,Ectomorph,0,slender
26,189,89,Ectomorph,0,slender
28,193,51,Ectomorph,0,slender
32,150,57,Ectomorph,0,slender
41,179,76,Ectomorph,0,slender
55,170,71,Ectomorph,0,slender
72,169,86,Ectomorph,0,slender
52,155,76,Ectomorph,0,slender
47,171,78,Ectomorph,0,slender
48,167,52,Ectomorph,0,slender
66,157,62,Ectomorph,0,slender
22,188,59,Ectomorph,0,slender
79,181,85,Ectomorph,0,slender
77,182,58,Ectomorph,0,slender
61,165,76,Ectomorph,0,slender
67,161,83,Ectomorph,0,slender
31,187,50,Ectomorph,0,slender
70,183,81,Ectomorph,0,slender
73,163,74,Ectomorph,0,slender
28,185,78,Ectomorph,0,slender
26,182,56,Ectomorph,0,slender
51,172,52,Ectomorph,0,slender
29,199,69,Ectomorph,0,slender
52,194,69,Ectomorph,0,slender
52,151,79,Ectomorph,0,slender
18,190,84,Ectomorph,0,slender
57,170,84,Ectomorph,0,slender
39,151,88,Ectomorph,0,slender
77,176,76,Ectomorph,0,slender
46,158,75,Ectomorph,0,slender
25,150,63,Ectomorph,0,slender
28,160,66,Ectomorph,0,slender
58,152,67,Ectomorph,0,slender
54,172,78,Ectomorph,0,slender
31,175,69,Ectomorph,0,slender
77,153,76,Ectomorph,0,slender
47,167,67,Ectomorph,0,slender
52,155,53,Ectomorph,0,slender
38,184,50,Ectomorph,0,slender
54,171,50,Ectomorph,0,slender
22,192,75,Ectomorph,0,slender
36,164,69,Ectomorph,0,slender
76,171,72,Ectomorph,0,slender
31,186,59,Ectomorph,0,slender
43,191,60,Ectomorph,0,slender
79,161,54,Ectomorph,0,slender
21,196,50,Ectomorph,0,slender
42,198,66,Ectomorph,0,slender
62,191,71,Ectomorph,0,slender
59,187,83,Ectomorph,0,slender
42,167,78,Ectomorph,0,slender
35,194,53,Ectomorph,0,slender
57,184,54,Ectomorph,0,slender
25,179,60,Ectomorph,0,slender
56,173,70,Ectomorph,0,slender
57,191,84,Ectomorph,0,slender
31,179,61,Ectomorph,0,slender
49,163,75,Ectomorph,0,slender
68,155,68,Ectomorph,0,slender
78,152,56,Ectomorph,0,slender
55,165,56,Ectomorph,0,slender
50,156,75,Ectomorph,0,slender
40,163,89,Ectomorph,0,slender
32,158,54,Ectomorph,0,slender
50,164,70,Ectomorph,0,slender
42,170,63,Ectomorph,0,slender
34,184,53,Ectomorph,0,slender
50,151,72,Ectomorph,0,slender
64,176,69,Ectomorph,0,slender
72,151,64,Ectomorph,0,slender
19,184,78,Ectomorph,0,slender
31,167,57,Ectomorph,0,slender
70,163,68,Ectomorph,0,slender
57,169,88,Ectomorph,0,slender
57,167,77,Ectomorph,0,slender
68,159,76,Ectomorph,0,slender
56,174,53,Ectomorph,0,slender
68,151,64,Ectomorph,0,slender
23,174,84,Ectomorph,0,slender
23,182,86,Ectomorph,0,slender
20,185,50,Ectomorph,0,slender
24,180,52,Ectomorph,0,slender
68,163,73,Ectomorph,0,slender
25,150,76,Ectomorph,0,slender
59,195,89,Ectomorph,0,slender
69,165,85,Ectomorph,0,slender
32,195,83,Ectomorph,0,slender
64,152,78,Ectomorph,0,slender
46,184,73,Ectomorph,0,slender
50,190,73,Ectomorph,0,slender
69,155,53,Ectomorph,0,slender
47,174,52,Ectomorph,0,slender
56,162,83,Ectomorph,0,slender
44,183,72,Ectomorph,0,slender
53,157,72,Ectomorph,0,slender
46,170,54,Ectomorph,0,slender
55,183,80,Ectomorph,0,slender
74,153,55,Ectomorph,0,slender
50,174,86,Ectomorph,0,slender
78,164,59,Ectomorph,0,slender
54,153,89,Ectomorph,0,slender
44,194,56,Ectomorph,0,slender
72,161,88,Ectomorph,0,slender
50,181,87,Ectomorph,0,slender
79,181,70,Ectomorph,0,slender
21,177,69,Ectomorph,0,slender
39,162,52,Ectomorph,0,slender
19,180,71,Ectomorph,0,slender
27,163,53,Ectomorph,0,slender
22,169,77,Ectomorph,0,slender
76,167,61,Ectomorph,0,slender
27,178,87,Ectomorph,0,slender
50,155,85,Ectomorph,0,slender
71,181,54,Ectomorph,0,slender
55,178,62,Ectomorph,0,slender
30,192,72,Ectomorph,0,slender
48,151,79,Ectomorph,0,slender
64,172,86,Ectomorph,0,slender
53,168,74,Ectomorph,0,slender
62,180,76,Ectomorph,0,slender
41,154,63,Ectomorph,0,slender
69,168,85,Ectomorph,0,slender
73,183,88,Ectomorph,0,slender
32,159,65,Ectomorph,0,slender
46,174,71,Ectomorph,0,slender
25,151,70,Ectomorph,0,slender
22,160,70,Ectomorph,0,slender
46,199,57,Ectomorph,0,slender
64,180,65,Ectomorph,0,slender
21,164,80,Ectomorph,0,slender
29,158,59,Ectomorph,0,slender
49,194,76,Mesomorph,1,athletic
76,199,92,Mesomorph,1,athletic
51,187,71,Mesomorph,1,athletic
79,160,62,Mesomorph,1,athletic
26,177,85,Mesomorph,1,athletic
34,199,94,Mesomorph,1,athletic
28,192,67,Mesomorph,1,athletic
49,171,95,Mesomorph,1,athletic
27,167,66,Mesomorph,1,athletic
39,183,95,Mesomorph,1,athletic
74,175,75,Mesomorph,1,athletic
34,163,83,Mesomorph,1,athletic
21,197,60,Mesomorph,1,athletic
65,186,84,Mesomorph,1,athletic
69,168,69,Mesomorph,1,athletic
64,175,75,Mesomorph,1,athletic
42,171,75,Mesomorph,1,athletic
76,190,67,Mesomorph,1,athletic
38,183,88,Mesomorph,1,athletic
54,173,98,Mesomorph,1,athletic
55,184,87,Mesomorph,1,athletic
66,193,65,Mesomorph,1,athletic
18,162,75,Mesomorph,1,athletic
42,183,79,Mesomorph,1,athletic
68,168,75,Mesomorph,1,athletic
53,185,66,Mesomorph,1,athletic
34,179,73,Mesomorph,1,athletic
58,199,85,Mesomorph,1,athletic
41,169,85,Mesomorph,1,athletic
19,178,73,Mesomorph,1,athletic
57,162,66,Mesomorph,1,athletic
32,183,92,Mesomorph,1,athletic
49,164,85,Mesomorph,1,athletic
56,162,79,Mesomorph,1,athletic
76,186,62,Mesomorph,1,athletic
23,175,63,Mesomorph,1,athletic
18,174,85,Mesomorph,1,athletic
64,194,70,Mesomorph,1,athletic
40,171,61,Mesomorph,1,athletic
75,185,73,Mesomorph,1,athletic
56,193,89,Mesomorph,1,athletic
78,182,71,Mesomorph,1,athletic
79,190,85,Mesomorph,1,athletic
74,179,92,Mesomorph,1,athletic
34,171,72,Mesomorph,1,athletic
51,182,73,Mesomorph,1,athletic
76,163,83,Mesomorph,1,athletic
58,182,93,Mesomorph,1,athletic
